"","chart_position","title","artist","year","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","id","duration_ms","explicit","popularity","genre1","genre2","genre3","genre4","genre5"
"359",60,"Boys 'round Here","Blake Shelton Pistol Annies  Friends",2013,0.611,0.688,2,-6.369,1,0.0529,0.251,0,0.248,0.649,170,"39FwE8edwuyiaa4PrGBkP7",288760,"FALSE","66","folk-pop","modern rock","neo mellow","pop rock","folk-pop"
"360",61,"Gone, Gone, Gone","Phillip Phillips",2013,0.664,0.642,6,-5.961,1,0.038,0.129,0,0.114,0.501,118,"5L79aNYCTKiZq7vaOElXYj",209693,"FALSE","67","modern rock","rock","modern rock","rock","modern rock"
"361",62,"Demons","Imagine Dragons",2013,0.505,0.71,3,-3.015,1,0.0321,0.19,3e-04,0.329,0.428,90,"3LlAyCYU26dvFZBDUIMb7a",175200,"FALSE","73","dance pop","neo mellow","piano rock","pop","pop dance"
"362",63,"Counting Stars","OneRepublic",2013,0.664,0.705,1,-4.972,0,0.0382,0.0654,0,0.115,0.477,122,"6sy3LkhNFjJWlaeSMNwQ62",257840,"FALSE","74","dance pop","miami hip hop","pop","pop dance","pop rap"
"363",64,"I Cry","Flo Rida",2013,0.693,0.822,4,-5.441,0,0.0439,0.0062,0,0.315,0.763,126,"4bZd0nRuX8HyjeXAUBczvm",223800,"FALSE","63","folk-pop","indie pop","metropopolis","modern alternative rock","modern rock"
"364",65,"Little Talks","Of Monsters And Men",2013,0.457,0.757,1,-5.177,1,0.032,0.0206,0,0.146,0.417,103,"2ihCaVdNZmnHZWt0fvAM7B",266600,"FALSE","79","dance pop","pop","pop dance","pop rap","post-teen pop"
"365",66,"The Other Side","Jason Derulo",2013,0.561,0.836,9,-3.939,1,0.1,0.0525,0,0.136,0.517,128,"5FljCWR0cys07PQ9277GTz",226987,"FALSE","60","dance pop","pop","pop dance","pop rap","post-teen pop"
"366",67,"Berzerk","Eminem",2013,0.739,0.872,11,-4.059,0,0.333,0.0217,0,0.26,0.684,95,"6Xk7PnitV9jCRorWt2LiVZ",238746,"TRUE","66","detroit hip hop","hip hop","rap","detroit hip hop","hip hop"
"367",68,"Catch My Breath","Kelly Clarkson",2013,0.692,0.908,9,-5.364,1,0.0677,0.0251,0,0.0933,0.513,124,"5qxPabNDnJQ551Tf4v6k3j",250387,"FALSE","53","dance pop","neo mellow","pop","pop dance","pop rock"
"368",69,"Crash My Party","Luke Bryan",2013,0.526,0.816,7,-4.009,1,0.0421,0.0285,0,0.22,0.414,144,"6GBUsjHfZuweYf5lQEz6mP",234760,"FALSE","62","contemporary country","country","country road","contemporary country","country"
"369",70,"Pour It Up","Rihanna",2013,0.785,0.478,2,-8.735,1,0.0419,0.0254,0,0.0901,0.39,134,"76VtA90NKurNqaQpV126Ue",161200,"TRUE","65","barbadian pop","dance pop","pop","pop dance","post-teen pop"
"370",71,"22","Taylor Swift",2013,0.658,0.729,7,-6.561,1,0.0378,0.0022,0.0013,0.0752,0.668,104,"3bIxTsfeNMO7Nt2J3EUKrA",230133,"FALSE","61","dance pop","pop","pop dance","dance pop","pop"
"371",72,"I Want Crazy","Hunter Hayes",2013,0.562,0.878,8,-4.806,1,0.0387,0.0539,0,0.112,0.558,103,"4FkgULes13bk2eHrsJg4q9",236865,"FALSE","64","contemporary country","country","country road","modern country rock","neo mellow"
"372",73,"The Fox","Ylvis",2013,0.703,0.867,6,-4.292,1,0.0453,0.107,0,0.119,0.546,128,"5HOpkTTVcmZHnthgyxrIL8",213708,"FALSE","64","comic","comic","comic","comic","comic"
"373",74,"Best Song Ever","One Direction",2013,0.652,0.877,1,-2.986,1,0.0465,0.0227,0,0.0789,0.486,118,"5T7ZFtCcOgkpjxcuaeZbw0",200107,"FALSE","77","boy band","pop","post-teen pop","talent show","boy band"
"374",75,"The A Team","Ed Sheeran",2013,0.642,0.289,9,-9.918,1,0.0367,0.669,0,0.18,0.407,85,"1VdZ0vKfR5jneCmWIUAMxK",258373,"FALSE","76","pop","uk pop","pop","uk pop","pop"
"375",76,"Carry On","fun.",2013,0.388,0.694,5,-5.769,1,0.0735,0.118,3e-04,0.082,0.365,145,"7gpy7sfWPNuOKmUNs3XQYE",278373,"FALSE","61","baroque pop","metropopolis","modern rock","pop","pop rock"
"376",77,"Highway Don't Care","Tim McGraw With Taylor Swift",2013,0.477,0.791,2,-5.348,1,0.0396,0.0259,0,0.0841,0.505,158,"4sSUYUpB5epI7xTi5wfpOI",279067,"FALSE","10","contemporary country","country","country road","contemporary country","country"
"377",78,"That's My Kind Of Night","Luke Bryan",2013,0.661,0.751,7,-2.909,1,0.0481,0.0571,0,0.105,0.875,110,"5HGibWoxnkYSkl6mHmAlOE",190187,"FALSE","69","contemporary country","country","country road","contemporary country","country"
"378",79,"Swimming Pools (Drank)","Kendrick Lamar",2013,0.577,0.447,8,-5.892,1,0.277,0.0063,2e-04,0.0899,0.189,74,"6REbwUNlppTfcnV4d4ZoZi",247800,"TRUE","73","conscious hip hop","hip hop","rap","west coast rap","conscious hip hop"
"379",80,"Sure Be Cool If You Did","Blake Shelton",2013,0.576,0.726,11,-4.625,1,0.035,0.255,0,0.108,0.582,137,"5yIiXdLRE85OBiQmCaUenq",215720,"FALSE","57","contemporary country","country","country road","oklahoma country","contemporary country"
"380",81,"#Beautiful","Mariah Carey Miguel",2013,0.677,0.749,4,-5.405,1,0.0391,0.346,0,0.347,0.469,107,"617KSbx52ACbnQBxSsG26X",199867,"FALSE","53","dance pop","pop","r&b","urban contemporary","dance pop"
"381",82,"Troublemaker","Olly Murs Flo Rida",2013,0.762,0.863,0,-3.689,0,0.0561,0.015,0,0.125,0.965,106,"6s8nHXTJVqFjXE4yVZPDHR",185587,"FALSE","74","dance pop","europop","pop","pop dance","pop rock"
"382",83,"Body Party","Ciara",2013,0.577,0.576,2,-6.299,1,0.0563,0.0143,0,0.602,0.12,134,"0rFZaQ4crlGAzuCjWCQ2xu",234040,"FALSE","66","dance pop","hip pop","pop","post-teen pop","r&b"
"383",84,"Adorn","Miguel",2013,0.625,0.576,11,-5.693,0,0.175,0.0543,0,0.187,0.235,179,"25cUhiAod71TIQSNicOaW3",193147,"FALSE","66","dance pop","pop","r&b","urban contemporary","dance pop"
"384",85,"Hall Of Fame","The Script will.i.am",2013,0.421,0.873,10,-4.343,1,0.0564,0.0654,0,0.123,0.629,85,"1X1DWw2pcNZ8zSub3uhlNz",202533,"FALSE","68","celtic rock","dance pop","neo mellow","pop","pop rock"
"385",86,"Let Me Love You (Until You Learn To Love Yourself)","Ne-Yo",2013,0.658,0.677,5,-6.628,1,0.0393,0.248,0,0.368,0.248,125,"4kte3OcW800TPvOVgrLLj8",251627,"FALSE","69","dance pop","pop","pop rap","r&b","urban contemporary"
"386",87,"U.O.E.N.O.","Rocko Future  Rick Ross",2013,0.422,0.641,10,-4.947,0,0.323,0.422,0,0.317,0.654,187,"0HFrCOmhCYXlv4NdEwRAuj",260276,"TRUE","57","atl hip hop","atl trap","dirty south rap","gangster rap","pop rap"
"387",88,"Next To Me","Emeli Sande",2013,0.674,0.81,7,-5.117,0,0.0378,0.0923,0,0.11,0.391,95,"1Xsxp1SEOxuMzjrFZhtw8u",196867,"FALSE","54","dance pop","neo soul","pop","r&b","uk pop"
"388",89,"Mama's Broken Heart","Miranda Lambert",2013,0.768,0.809,4,-4.204,0,0.0616,0.278,0,0.139,0.748,112,"2mXsZsJBThTaJXbNcg5QD4",177773,"FALSE","66","contemporary country","country","country dawn","country road","contemporary country"
"389",90,"It Goes Like This","Thomas Rhett",2013,0.543,0.837,11,-6.448,1,0.0608,0.117,0,0.0872,0.506,168,"6GsAD8PgHxmEuIPTG8GP3M",186080,"FALSE","62","contemporary country","country","country road","modern country rock","contemporary country"
"390",91,"Bugatti","Ace Hood Future  Rick Ross",2013,0.6,0.592,1,-4.947,1,0.0545,0.0191,0,0.0955,0.0663,130,"0uFvvXbmGIXlf5ZgtHyYpf",269267,"TRUE","64","dirty south rap","gangster rap","hip hop","miami hip hop","pop rap"
"391",92,"Wanted","Hunter Hayes",2013,0.421,0.476,0,-7.692,1,0.0298,0.268,0,0.0816,0.3,170,"0p1BcEcYVO3uk4KDf3gzkY",228840,"FALSE","69","contemporary country","country","country road","modern country rock","neo mellow"
"392",93,"Downtown","Lady Antebellum",2013,0.532,0.825,9,-5.287,1,0.0468,0.18,0,0.296,0.96,170,"4kY7rYtE4OQkJNq22OIYRI",195867,"FALSE","66","contemporary country","country","country dawn","country pop","country road"
"393",94,"Get Your Shine On","Florida Georgia Line",2013,0.497,0.927,0,-4.52,1,0.0371,0.0029,0,0.413,0.607,97,"6s9ICeczYOfbHHIaSMq9jd",222013,"FALSE","61","contemporary country","country","country pop","country road","modern country rock"
"394",95,"#thatPOWER","will.i.am Justin Bieber",2013,0.797,0.608,6,-6.096,0,0.0584,0.0011,1e-04,0.0748,0.402,128,"01TuObJVd7owWchVRuQbQw",279507,"FALSE","69","dance pop","pop","pop dance","pop rap","post-teen pop"
"395",96,"Brave","Sara Bareilles",2013,0.551,0.836,10,-3.838,0,0.0524,0.005,0,0.0425,0.758,185,"6Uy6K3KdmUdAfelUp0SeXn",220573,"FALSE","71","acoustic pop","dance pop","lilith","neo mellow","pop"
"396",97,"Let Her Go","Passenger",2013,0.479,0.545,7,-7.346,1,0.0688,0.365,0,0.0963,0.243,75,"0JmiBCpWc1IAc0et7Xm7FL",252733,"FALSE","76","folk-pop","neo mellow","pop rock","folk-pop","neo mellow"
"397",98,"Runnin' Outta Moonlight","Randy Houser",2013,0.526,0.801,2,-3.717,1,0.0393,0.0354,0,0.0637,0.769,172,"6enPOmd3vSFpI4jjms8kXN",193773,"FALSE","65","contemporary country","country","country road","modern country rock","redneck"
"398",99,"I'm Different","2 Chainz",2013,0.936,0.702,10,-5.305,1,0.0615,0.0473,0,0.0838,0.704,98,"6J5sxraPPZ4b0CVOGAgpXj",207040,"TRUE","59","atl hip hop","gangster rap","hip hop","pop rap","rap"
"399",100,"Still Into You","Paramore",2013,0.602,0.923,5,-3.763,1,0.044,0.0098,0,0.0561,0.765,136,"1yjY7rpaAQvKwpdUliHx0d",216013,"FALSE","78","candy pop","emo","pixie","pop emo","pop punk"
"400",1,"Happy","Pharrell Williams",2014,0.647,0.822,5,-4.662,0,0.183,0.219,0,0.0908,0.962,160,"60nZcImufyMA1MKQY3dcCH",232720,"FALSE","80","pop rap","pop rap","pop rap","pop rap","pop rap"
"401",2,"Dark Horse","Katy Perry Juicy J",2014,0.645,0.585,6,-6.122,1,0.0513,0.0031,0,0.165,0.353,132,"5jrdCoLpJSvHHorevXBATy",215672,"FALSE","77","dance pop","pop","pop dance","post-teen pop","dance pop"
"402",3,"All Of Me","John Legend",2014,0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,120,"3U4isOIWM3VvDubwSI3y7a",269560,"FALSE","86","neo soul","pop","pop soul","r&b","urban contemporary"
"403",4,"Fancy","Iggy Azalea Charli XCX",2014,0.912,0.716,10,-4.141,0,0.0697,0.0904,0,0.0491,0.377,95,"3oiMJQAWVaxSubJ7b2VUtX",199938,"TRUE","68","australian hip hop","dance pop","hip pop","pop","pop dance"
"404",5,"Counting Stars","OneRepublic",2014,0.664,0.705,1,-4.972,0,0.0382,0.0654,0,0.115,0.477,122,"6sy3LkhNFjJWlaeSMNwQ62",257840,"FALSE","74","dance pop","neo mellow","piano rock","pop","pop dance"
"405",6,"Talk Dirty","Jason Derulo 2 Chainz",2014,0.76,0.652,6,-7.321,1,0.232,0.0348,0,0.307,0.759,100,"6g6A7qNhTfUgOSH7ROOxTD",177685,"TRUE","66","dance pop","pop","pop dance","pop rap","post-teen pop"
"406",7,"Rude","MAGIC!",2014,0.774,0.756,1,-4.995,1,0.0389,0.0423,0,0.305,0.931,144,"6RtPijgfPKROxEzTHNRiDp",224840,"FALSE","79","reggae fusion","reggae fusion","reggae fusion","reggae fusion","reggae fusion"
"407",8,"All About That Bass","Meghan Trainor",2014,0.807,0.887,9,-3.726,1,0.0503,0.0573,0,0.124,0.961,134,"5jE48hhRu8E6zBDPRSkEq7",187920,"TRUE","72","dance pop","hip pop","pop","pop dance","post-teen pop"
"408",9,"Problem","Ariana Grande Iggy Azalea",2014,0.66,0.805,1,-5.352,0,0.153,0.0192,0,0.159,0.625,103,"7vS3Y0IKjde7Xg85LWIEdP",193920,"FALSE","74","dance pop","pop","post-teen pop","dance pop","pop"
"409",10,"Stay With Me","Sam Smith",2014,0.418,0.42,0,-6.444,1,0.0414,0.588,1e-04,0.11,0.184,84,"5Nm9ERjJZ5oyfXZTECKmRt",172724,"FALSE","81","dance pop","pop","post-teen pop","uk pop","dance pop"
"410",11,"Timber","Pitbull Ke$ha",2014,0.581,0.963,11,-4.087,1,0.0981,0.0295,0,0.139,0.788,130,"3cHyrEgdyYRjgJKSOiOtcS",204160,"FALSE","80","dance pop","latin","miami hip hop","pop","pop dance"
"411",12,"Pompeii","Bastille",2014,0.679,0.715,9,-6.383,1,0.0407,0.0755,0,0.271,0.571,127,"3gbBpTdY8lnQwqxNCcf795",214148,"FALSE","72","metropopolis","modern rock","pop","pop rock","rock"
"412",13,"Shake It Off","Taylor Swift",2014,0.648,0.785,7,-5.414,1,0.165,0.0561,0,0.148,0.943,160,"5xTtaWoae3wi06K5WfVUUH",219200,"FALSE","71","dance pop","pop","pop dance","dance pop","pop"
"413",14,"Am I Wrong","Nico  Vinz",2014,0.729,0.675,8,-6.003,1,0.0312,0.175,0,0.55,0.779,120,"1fidCEsYlaVE3pHwKCvpFZ",245867,"FALSE","74","dance pop","pop rap","dance pop","pop rap","dance pop"
"414",15,"Turn Down For What","DJ Snake  Lil Jon",2014,0.818,0.799,1,-4.1,0,0.156,0.0011,0.128,0.057,0.0815,100,"67awxiNHNyjMXhVgsHuIrs",213733,"FALSE","72","dance pop","edm","electro house","electronic trap","pop"
"415",16,"The Monster","Eminem Rihanna",2014,0.781,0.853,1,-3.68,0,0.0715,0.0525,0,0.12,0.624,110,"48RrDBpOSSl1aLVCalGl5C",250189,"TRUE","75","detroit hip hop","hip hop","rap","detroit hip hop","hip hop"
"416",17,"Say Something","A Great Big World  Christina Aguilera",2014,0.407,0.147,2,-8.822,1,0.0355,0.857,0,0.0913,0.0765,141,"6Vc5wAMmXdKIAM7WUoEb7N",229400,"FALSE","76","indiecoustica","modern rock","neo mellow","piano rock","pop rock"
"417",18,"Team","Lorde",2014,0.69,0.578,6,-7.436,1,0.0929,0.167,0,0.305,0.416,100,"3G6hD9B2ZHOsgf4WfNu7X1",193059,"FALSE","73","art pop","dance pop","electropop","metropopolis","nz pop"
"418",19,"Let Her Go","Passenger",2014,0.479,0.545,7,-7.346,1,0.0688,0.365,0,0.0963,0.243,75,"0JmiBCpWc1IAc0et7Xm7FL",252733,"FALSE","76","folk-pop","neo mellow","pop rock","folk-pop","neo mellow"
"419",20,"Royals","Lorde",2014,0.674,0.428,7,-9.504,1,0.122,0.121,0,0.132,0.337,85,"2dLLR6qlu5UJ5gk0dKz0h3",190185,"FALSE","76","art pop","dance pop","electropop","metropopolis","nz pop"
"420",21,"Let It Go","Idina Menzel",2014,0.543,0.485,8,-6.85,1,0.0305,0.558,0,0.12,0.371,137,"0qcr5FMsEO85NAQjrlDRKo",223840,"FALSE","74","hollywood","show tunes","hollywood","show tunes","hollywood"
"421",22,"Wake Me Up!","Avicii",2014,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124,"0nrRP2bk19rLc0orkWPQk2",247427,"FALSE","84","dance pop","edm","pop","pop dance","dance pop"
"422",23,"Demons","Imagine Dragons",2014,0.505,0.71,3,-3.015,1,0.0321,0.19,3e-04,0.329,0.428,90,"3LlAyCYU26dvFZBDUIMb7a",175200,"FALSE","73","modern rock","rock","modern rock","rock","modern rock"
"423",24,"Story Of My Life","One Direction",2014,0.6,0.663,3,-5.802,1,0.0477,0.225,0,0.119,0.286,121,"4nVBt6MZDDP6tRVdQTgxJg",245493,"FALSE","82","boy band","pop","post-teen pop","talent show","boy band"
"424",25,"Chandelier","Sia",2014,0.399,0.787,1,-2.88,1,0.0499,0.0197,1e-04,0.0685,0.572,117,"2s1sdSqGcKxpPr5lCl7jAV",216120,"FALSE","69","australian dance","australian pop","dance pop","pop","pop dance"
"425",26,"Black Widow","Iggy Azalea Rita Ora",2014,0.743,0.72,11,-3.753,1,0.124,0.192,4e-04,0.109,0.519,164,"7pNC5ZIKtwUK0ReSpM3P9f",209423,"TRUE","66","australian hip hop","dance pop","hip pop","pop","pop dance"
"426",27,"Bang Bang","Jessie J Ariana Grande  Nicki Minaj",2014,0.706,0.786,0,-3.417,0,0.091,0.26,0,0.38,0.751,150,"0puf9yIluy9W0vpMEUoAnN",199387,"FALSE","79","dance pop","electropop","pop","pop dance","pop rap"
"427",28,"Latch","Disclosure Sam Smith",2014,0.729,0.735,1,-5.455,1,0.0919,0.0178,2e-04,0.089,0.544,122,"1DunhgeZSEgWiIYbHqXl0c",255867,"FALSE","69","house","pop","uk dance","house","pop"
"428",29,"Maps","Maroon 5",2014,0.742,0.713,1,-5.522,0,0.0303,0.0205,0,0.059,0.879,120,"4gbVRS8gloEluzf0GzDOFc",189960,"FALSE","78","pop","pop rock","pop","pop rock","pop"
"429",30,"Loyal","Lil Wayne",2014,0.841,0.522,10,-5.963,0,0.049,0.0168,0,0.188,0.616,99,"5BrTUo0xP1wKXLJWUaGFtk",264947,"TRUE","73","dance pop","pop","pop rap","r&b","rap"
"430",31,"Best Day Of My Life","American Authors",2014,0.673,0.902,2,-2.392,1,0.0346,0.0591,3e-04,0.0558,0.538,100,"5Hroj5K7vLpIG4FNCRIjbP",194240,"FALSE","78","indie poptimism","modern alternative rock","modern rock","pop rock","indie poptimism"
"431",32,"Habits (Stay High)","Tove Lo",2014,0.729,0.65,5,-3.539,1,0.0313,0.0702,1e-04,0.0829,0.347,110,"14OxJlLdcHNpgsm4DRwDOB",209160,"FALSE","70","dance pop","electropop","metropopolis","pop","pop dance"
"432",33,"Summer","Calvin Harris",2014,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,128,"6YUTL4dYpB9xZO5qExPf05",222533,"FALSE","81","dance pop","edm","electro house","house","pop"
"433",34,"Boom Clap","Charli XCX",2014,0.659,0.911,4,-2.28,1,0.0786,0.154,3e-04,0.191,0.576,92,"0Y1MWB026LYxGvhq4EcMiC",169866,"FALSE","59","art pop","candy pop","dance pop","electropop","escape room"
"434",35,"Drunk In Love","Beyonce Jay Z",2014,0.589,0.621,5,-6.902,0,0.0468,0.0097,0.001,0.181,0.401,140,"6jG2YzhxptolDzLHTGLt7S",323480,"TRUE","71","dance pop","pop","pop dance","post-teen pop","r&b"
"435",36,"Anaconda","Nicki Minaj",2014,0.964,0.605,9,-6.223,1,0.179,0.0668,0,0.214,0.646,130,"794F99D5BQHS5ZGRXAs7I5",260240,"TRUE","65","dance pop","hip pop","pop","pop dance","pop rap"
"436",37,"Break Free","Ariana Grande Zedd",2014,0.687,0.702,7,-5.324,0,0.0455,0.0064,0,0.204,0.284,130,"12KUFSHFgT0XCoiSlvdQi4",214840,"FALSE","74","dance pop","pop","post-teen pop","dance pop","pop"
"437",38,"Bailando","Enrique Iglesias Descemer Bueno  Gente de Zona",2014,0.723,0.777,7,-3.503,1,0.108,0.0426,0,0.0451,0.961,91,"32lm3769IRfcnrQV11LO4E",243413,"FALSE","67","dance pop","latin","latin pop","mexican pop","pop"
"438",39,"Burn","Ellie Goulding",2014,0.559,0.777,1,-5.031,1,0.0432,0.31,0,0.105,0.329,87,"0xMd5bcWTbyXS7wPrBtZA6",231212,"FALSE","66","dance pop","edm","electropop","indietronica","metropopolis"
"439",40,"Wiggle","Jason Derulo Snoop Dogg",2014,0.697,0.621,9,-6.886,0,0.25,0.0802,0,0.162,0.721,82,"2sLwPnIP3CUVmIuHranJZU",193296,"FALSE","60","dance pop","pop","pop dance","pop rap","post-teen pop"
"440",41,"Rather Be","Clean Bandit Jess Glynne",2014,0.799,0.586,11,-6.735,1,0.0377,0.162,0,0.193,0.549,121,"3s4U7OHV7gnj42VV72eSZ6",227833,"FALSE","73","dance pop","edm","pop","pop dance","post-teen pop"
"441",42,"Don't Tell 'Em","Jeremih YG",2014,0.856,0.527,2,-5.225,1,0.0997,0.392,0,0.11,0.386,98,"0Dc7J9VPV4eOInoxUiZrsL",266840,"TRUE","74","chicago rap","dance pop","hip hop","pop","pop rap"
"442",43,"Show Me","Kid Ink Chris Brown",2014,0.711,0.508,7,-7.299,1,0.0494,0.0354,0,0.141,0.665,98,"4q6dqyGM25sKFU8nYAGRe4",217800,"TRUE","70","dance pop","hip hop","pop rap","rap","southern hip hop"
"443",44,"Wrecking Ball","Miley Cyrus",2014,0.53,0.422,5,-6.262,1,0.0342,0.407,0,0.107,0.349,120,"2vwlzO0Qp8kfEtzTsCXfyE",221360,"FALSE","76","dance pop","pop","pop dance","post-teen pop","dance pop"
"444",45,"Not A Bad Thing","Justin Timberlake",2014,0.308,0.563,0,-9.169,1,0.0719,0.527,0,0.134,0.109,86,"3nB82yGjtbQFSU0JLAwLRH",688453,"TRUE","57","dance pop","pop","dance pop","pop","dance pop"
"445",46,"Roar","Katy Perry",2014,0.554,0.772,7,-4.821,0,0.0418,0.0049,0,0.354,0.455,180,"6F5c58TMEs1byxUstkzVeM",223546,"FALSE","75","dance pop","pop","pop dance","post-teen pop","dance pop"
"446",47,"Ain't It Fun","Paramore",2014,0.61,0.893,9,-3.681,1,0.0921,0.154,0,0.021,0.673,104,"1j8z4TTjJ1YOdoFEDwJTQa",296520,"FALSE","74","candy pop","emo","pixie","pop emo","pop punk"
"447",48,"The Man","Aloe Blacc",2014,0.308,0.769,11,-7.256,0,0.065,0.0331,0,0.214,0.488,82,"2stPxcgjdSImK7Gizl8ZUN",254880,"FALSE","59","neo soul","pop soul","r&b","neo soul","pop soul"
"448",49,"This Is How We Roll","Florida Georgia Line Luke Bryan",2014,0.555,0.931,8,-2.969,1,0.0367,0.016,0,0.405,0.723,132,"2TR7A4ulH9R1PNwMyd8o8U",220907,"FALSE","68","contemporary country","country","country pop","country road","modern country rock"
"449",50,"Classic","MKTO",2014,0.72,0.791,1,-4.689,1,0.124,0.0384,0,0.157,0.756,102,"6FE2iI43OZnszFLuLtvvmg",175427,"FALSE","81","dance pop","pop","pop rap","pop rock","post-teen pop"
"450",51,"A Sky Full Of Stars","Coldplay",2014,0.545,0.675,6,-6.474,1,0.0279,0.0062,0.002,0.209,0.162,125,"0FDzzruyVECATHXKHFs9eJ",267867,"FALSE","77","permanent wave","pop","permanent wave","pop","permanent wave"
"451",52,"Don't","Ed Sheeran",2014,0.806,0.608,1,-7.008,1,0.0659,0.0113,0,0.635,0.849,95,"1huvTbEYtgltjQRXzrNKGi",219840,"FALSE","72","pop","uk pop","pop","uk pop","pop"
"452",53,"Na Na","Trey Songz",2014,0.67,0.476,9,-6.253,0,0.0406,0.328,0,0.104,0.235,97,"5maiP9UMnTSgoxPX8X3bdz",231907,"FALSE","62","dance pop","pop","r&b","urban contemporary","dance pop"
"453",54,"Hot Boy","Bobby Shmurda",2014,0.859,0.5,9,-7.628,1,0.347,0.042,0,0.0616,0.186,84,"0rFke7eNFHbGuGJUdRgjB2",194561,"FALSE","44","nyc rap","rap","trap","nyc rap","rap"
"454",55,"Hold On, We're Going Home","Drake Majid Jordan",2014,0.777,0.414,6,-7.44,0,0.0946,0.0042,0,0.0724,0.287,100,"2aSC2xhRxOLiiZZVjhbylH",227880,"FALSE","70","canadian hip hop","canadian pop","hip hop","pop rap","rap"
"455",56,"Sing","Ed Sheeran",2014,0.818,0.67,8,-4.451,0,0.0472,0.304,0,0.0601,0.939,120,"6K8qKeWo5MsFED7wCR6Kop",235382,"FALSE","70","pop","uk pop","pop","uk pop","pop"
"456",57,"Radioactive","Imagine Dragons",2014,0.448,0.784,9,-3.686,1,0.0627,0.106,1e-04,0.668,0.236,136,"4G8gkOterJn0Ywt6uhqbhp",186813,"FALSE","72","modern rock","rock","modern rock","rock","modern rock"
"457",58,"My Hitta","YG Jeezy  Rich Homie Quan",2014,0.764,0.504,10,-6.781,0,0.106,0.135,0,0.143,0.678,86,"5G47DlluL671zo0k3OhoSm",236093,"FALSE","33","cali rap","gangster rap","hip hop","pop rap","rap"
"458",59,"Cool Kids","Echosmith",2014,0.719,0.671,8,-6.279,1,0.0336,0.0372,0,0.12,0.786,130,"13P5rwmk2EsoFRIz9UCeh9",237627,"FALSE","71","dance pop","electropop","indie poptimism","pop rock","dance pop"
"459",60,"Hey Brother","Avicii",2014,0.545,0.78,7,-4.867,0,0.0436,0.0309,0,0.0828,0.458,125,"4lhqb6JvbHId48OUJGwymk",255093,"FALSE","77","dance pop","edm","pop","pop dance","dance pop"
"460",61,"Trumpets","Jason Derulo",2014,0.635,0.691,0,-4.862,1,0.258,0.555,0,0.097,0.638,82,"5KONnBIQ9LqCxyeSPin26k",217419,"FALSE","65","dance pop","pop","pop dance","pop rap","post-teen pop"
"461",62,"Animals","Maroon 5",2014,0.279,0.742,4,-6.46,0,0.0898,2e-04,0,0.593,0.328,190,"2bL2gyO6kBdLkNSkxXNh6x",231013,"FALSE","79","pop","pop rock","pop","pop rock","pop"
"462",63,"Burnin' It Down","Jason Aldean",2014,0.681,0.795,6,-6.652,1,0.049,0.305,0,0.109,0.64,136,"5HJqpDspKDKwQpLjvkcIsD",219160,"FALSE","64","contemporary country","country","country road","contemporary country","country"
"463",64,"Play It Again","Luke Bryan",2014,0.506,0.886,11,-3.225,1,0.0655,0.0916,0,0.0734,0.595,144,"03fT3OHB9KyMtGMt2zwqCT",226867,"FALSE","73","contemporary country","country","country road","contemporary country","country"
"464",65,"2 On","Tinashe ScHoolboy Q",2014,0.742,0.595,9,-7.51,1,0.107,0.15,0,0.111,0.431,101,"3jVtllWS5CFFWLQng8sKsr",227000,"TRUE","69","alternative r&b","dance pop","electropop","hip pop","metropopolis"
"465",66,"Dirt","Florida Georgia Line",2014,0.547,0.878,2,-4.224,1,0.0451,0.0638,0,0.106,0.592,122,"5CXnIPD6rTjszYYQm6fY2P",230587,"FALSE","61","contemporary country","country","country pop","country road","modern country rock"
"466",67,"Love Runs Out","OneRepublic",2014,0.719,0.935,7,-3.752,1,0.0589,0.167,0,0.0973,0.738,120,"5BJSZocnCeSNeYMj3iVqM7",224227,"FALSE","59","dance pop","neo mellow","piano rock","pop","pop dance"
